Player,Season,MatchesPlayed,GoalsScored,Assists,YellowCards,RedCards,Penalty,MinutesPlayed
thomas delaney,2016/2017,44,12,2,12,0,0,3554
thomas delaney,2015/2016,38,5,0,9,0,0,3239
thomas delaney,2014/2015,38,2,0,9,0,0,2886
thomas delaney,2013/2014,38,3,0,9,0,0,3049
thomas delaney,2013,8,0,0,2,0,0,445
thomas delaney,2012,7,0,0,1,0,0,485
thomas delaney,2011,2,0,0,0,0,0,11
thomas delaney,2010,3,1,0,0,0,0,110
jesus navas,2021/2022,3,0,0,0,0,0,270
jesus navas,2020/2021,47,0,6,6,1,0,3809
jesus navas,2019/2020,54,2,11,6,0,0,4633
jesus navas,2018/2019,44,2,7,8,0,0,3554
jesus navas,2017/2018,44,3,2,3,0,0,2848
jesus navas,2016/2017,36,0,3,2,0,0,1769
jesus navas,2015/2016,53,1,9,3,0,0,3529
jesus navas,2014/2015,47,1,10,3,0,0,3008
jesus navas,2013/2014,48,6,10,1,0,0,2825
jesus navas,2012/2013,37,0,6,5,0,0,3317
jesus navas,2011/2012,39,5,11,5,0,0,3510
jesus navas,2010/2011,23,2,4,3,0,0,2070
jesus navas,2009/2010,54,10,13,6,0,0,4355
jesus navas,2008/2009,36,4,0,7,0,0,2841
fernando francisco reges,2021/2022,3,0,0,1,0,0,269
fernando francisco reges,2020/2021,44,3,5,10,1,0,3463
fernando francisco reges,2019/2020,42,3,3,15,0,0,3316
fernando francisco reges,2018/2019,31,2,4,12,0,0,2515
fernando francisco reges,2017/2018,25,2,0,10,0,0,2105
fernando francisco reges,2016/2017,27,0,0,4,0,0,1073
fernando francisco reges,2015/2016,43,2,2,7,0,0,3073
fernando francisco reges,2014/2015,33,2,2,9,0,0,2561
fernando francisco reges,2013/2014,39,1,2,15,2,0,3452
fernando francisco reges,2012/2013,31,1,1,10,0,0,2440
fernando francisco reges,2011/2012,32,1,1,8,1,0,2543
fernando francisco reges,2010/2011,39,1,0,10,1,0,3106
fernando francisco reges,2010,10,0,0,5,1,0,864
alejandro gomez,2021/2022,3,0,0,1,0,0,114
alejandro gomez,2020/2021,41,10,5,0,0,0,2400
alejandro gomez,2019/2020,46,8,18,2,0,0,3607
alejandro gomez,2018/2019,46,11,11,5,0,0,3885
alejandro gomez,2017/2018,44,9,12,4,0,2,3627
alejandro gomez,2016/2017,42,17,11,6,0,2,3358
alejandro gomez,2015/2016,36,7,7,5,1,0,2887
alejandro gomez,2014/2015,25,3,2,3,1,0,1592
alejandro gomez,2013/2014,23,3,5,4,0,0,1723
alejandro gomez,2012/2013,39,9,8,6,0,0,3249
alejandro gomez,2011/2012,35,5,3,1,0,0,2863
alejandro gomez,2011,1,0,0,0,0,0,16
goncalo guedes,2021/2022,3,1,1,0,0,0,232
goncalo guedes,2020/2021,36,7,7,4,1,0,2563
goncalo guedes,2019/2020,30,4,2,3,0,0,1632
goncalo guedes,2018/2019,42,9,5,4,0,0,2660
goncalo guedes,2017/2018,49,8,10,4,0,0,3202
goncalo guedes,2016/2017,41,7,4,1,0,0,2324
goncalo guedes,2015/2016,31,7,0,3,0,2,1941
goncalo guedes,2014/2015,39,8,0,9,1,1,2837
goncalo guedes,2014,9,4,0,1,0,0,736
manuel javier vallejo galvan,2021/2022,1,0,0,0,0,0,12
manuel javier vallejo galvan,2020/2021,33,6,3,2,0,0,1194
manuel javier vallejo galvan,2019/2020,13,2,0,1,0,0,485
manuel javier vallejo galvan,2018/2019,36,10,3,4,0,0,2809
manuel javier vallejo galvan,2017/2018,1,0,0,0,0,0,6
manuel javier vallejo galvan,2016,1,0,0,0,0,0,30
jonathan da silveira fernandes reis,2021,22,8,14,4,0,0,1886
jonathan da silveira fernandes reis,2020,1,0,0,0,0,0,90
jonathan da silveira fernandes reis,2019,22,0,0,3,0,0,1000
jonathan da silveira fernandes reis,2018,26,1,0,10,0,0,1671
jonathan da silveira fernandes reis,2017,11,0,0,1,0,0,247
jonathan da silveira fernandes reis,2016,23,2,1,4,0,0,1480
jonathan da silveira fernandes reis,2015,20,2,1,4,0,0,1051
mohamed said benrahma,2021/2022,3,2,2,0,0,0,266
mohamed said benrahma,2020/2021,40,3,7,0,0,0,1866
mohamed said benrahma,2019/2020,48,17,9,7,0,4,3902
mohamed said benrahma,2018/2019,46,11,16,4,1,0,2928
mohamed said benrahma,2017/2018,34,12,5,2,1,2,2523
mohamed said benrahma,2016/2017,25,6,3,3,0,2,1778
mohamed said benrahma,2015/2016,24,3,0,0,0,0,649
mohamed said benrahma,2014/2015,17,6,2,1,0,0,1268
mohamed said benrahma,2013/2014,17,3,0,0,0,0,1012
jarrod bowen,2021/2022,3,0,0,0,0,0,259
jarrod bowen,2020/2021,40,8,6,0,0,0,2647
jarrod bowen,2019/2020,45,19,10,5,0,0,3680
jarrod bowen,2018/2019,46,22,4,1,0,4,3953
jarrod bowen,2017/2018,44,15,2,2,0,0,3464
jarrod bowen,2016/2017,9,0,1,0,0,0,325
jarrod bowen,2013/2014,8,1,0,2,0,0,623
andriy yarmolenko,2021/2022,4,0,2,0,0,0,75
andriy yarmolenko,2020/2021,35,8,8,5,0,2,2031
andriy yarmolenko,2019/2020,30,6,1,3,0,0,1489
andriy yarmolenko,2018/2019,17,3,0,2,0,1,1009
andriy yarmolenko,2017/2018,37,12,8,1,0,2,2522
andriy yarmolenko,2016/2017,35,17,9,7,0,6,2821
andriy yarmolenko,2015/2016,50,25,15,5,1,3,4253
andriy yarmolenko,2014/2015,38,19,18,4,1,3,3187
andriy yarmolenko,2013/2014,34,16,6,8,1,2,2744
andriy yarmolenko,2013,12,2,2,1,0,0,1004
andriy yarmolenko,2012,10,0,0,4,0,0,872
andriy yarmolenko,2011,16,4,0,1,0,0,1269
andriy yarmolenko,2010,6,0,0,0,0,0,515
bernardo rusa,2021/2022,1,0,1,0,0,0,90
bernardo rusa,2020/2021,20,0,1,1,0,0,1458
bernardo rusa,2019/2020,23,1,1,4,0,0,1870
bernardo rusa,2018/2019,23,8,1,3,0,2,1506
bernardo rusa,2017/2018,22,5,1,0,0,0,1690
bernardo rusa,2016/2017,11,0,1,1,0,0,538
manuel lanzini,2021/2022,2,0,0,1,0,0,82
manuel lanzini,2020/2021,24,1,3,1,0,0,1054
manuel lanzini,2019/2020,26,0,2,1,0,0,1513
manuel lanzini,2018/2019,13,1,1,2,0,0,810
manuel lanzini,2017/2018,31,6,8,4,0,0,2374
manuel lanzini,2016/2017,41,8,2,9,0,2,2996
manuel lanzini,2015/2016,31,7,4,3,0,0,2287
manuel lanzini,2014/2015,25,8,8,3,0,0,2213
conor coventry,2021/2022,1,1,0,0,0,0,90
conor coventry,2020/2021,29,7,2,8,0,3,2519
conor coventry,2019/2020,24,0,1,6,0,0,1916
conor coventry,2018/2019,22,0,1,5,0,0,1904
conor coventry,2017/2018,19,0,2,3,1,0,1605
conor coventry,2016/2017,21,1,3,7,0,0,1755
anthony martial,2021/2022,4,0,1,0,0,0,146
anthony martial,2020/2021,41,7,6,2,1,1,2652
anthony martial,2019/2020,50,23,9,1,0,1,3616
anthony martial,2018/2019,41,13,3,3,0,1,2519
anthony martial,2017/2018,46,11,9,1,0,2,2396
anthony martial,2016/2017,47,8,10,3,0,1,2741
anthony martial,2015/2016,62,19,11,4,0,1,4732
anthony martial,2014/2015,51,11,7,2,0,2,2692
anthony martial,2013/2014,15,5,1,1,0,0,883
anthony martial,2012/2013,4,0,0,1,0,0,57
aaron wan bissaka,2021/2022,2,0,0,0,0,0,180
aaron wan bissaka,2020/2021,54,2,5,5,0,0,4712
aaron wan bissaka,2019/2020,46,0,4,9,0,0,4017
aaron wan bissaka,2018/2019,45,1,4,6,1,0,3917
aaron wan bissaka,2017/2018,7,0,0,1,0,0,628
aaron wan bissaka,2016/2017,0,0,0,0,0,0,0
scott mctominay,2021/2022,5,0,0,0,0,0,354
scott mctominay,2020/2021,58,7,2,7,0,0,4204
scott mctominay,2019/2020,46,5,1,8,0,0,3016
scott mctominay,2018/2019,28,2,0,1,0,0,1431
scott mctominay,2017/2018,32,0,1,5,0,0,2076
scott mctominay,2016/2017,20,3,0,5,0,0,1569
scott mctominay,2016,2,0,0,1,0,0,160
daniel james,2021/2022,3,1,0,0,0,0,255
daniel james,2020/2021,37,6,4,4,0,0,2370
daniel james,2019/2020,55,5,7,7,0,0,3718
daniel james,2018/2019,48,6,8,2,0,0,3452
daniel james,2017/2018,13,1,0,0,0,0,783
daniel james,2016/2017,19,6,4,2,0,1,1575
daniel james,2016,0,0,0,0,0,0,0
nemanja matic,2021/2022,2,0,0,0,0,0,106
nemanja matic,2020/2021,36,0,0,4,0,0,1997
nemanja matic,2019/2020,36,1,3,5,1,0,2602
nemanja matic,2018/2019,44,1,1,14,1,0,3700
nemanja matic,2017/2018,56,2,2,8,0,0,4648
nemanja matic,2016/2017,40,2,8,5,0,0,3117
nemanja matic,2015/2016,57,3,2,11,2,0,4231
nemanja matic,2014/2015,52,3,4,11,1,0,4349
nemanja matic,2013/2014,41,3,4,11,0,0,3482
nemanja matic,2012/2013,45,5,0,17,1,0,3898
nemanja matic,2011/2012,27,1,0,6,0,0,1325
nemanja matic,2011,2,0,0,0,0,0,146
nemanja matic,2009/2010,2,0,0,0,0,0,41
jadon sancho,2021/2022,2,0,0,0,0,0,46
jadon sancho,2020/2021,48,16,19,1,0,3,3289
jadon sancho,2019/2020,51,23,21,2,0,0,3738
jadon sancho,2018/2019,47,13,16,3,0,0,2987
jadon sancho,2017/2018,25,5,6,1,0,1,1609
jadon sancho,2016/2017,28,18,6,2,1,2,2142
jesse lingard,2021/2022,4,0,1,0,0,0,103
jesse lingard,2020/2021,21,9,4,3,0,1,1681
jesse lingard,2019/2020,40,4,2,5,0,0,1860
jesse lingard,2018/2019,43,7,3,7,0,1,2574
jesse lingard,2017/2018,60,16,8,6,0,0,3425
jesse lingard,2016/2017,48,6,3,6,0,0,2474
jesse lingard,2015/2016,42,6,4,8,0,0,2956
jesse lingard,2014/2015,16,2,2,1,0,0,771
jesse lingard,2013/2014,30,10,0,2,1,0,2483
jesse lingard,2012/2013,5,0,0,0,0,0,81
jesse lingard,2011/2012,0,0,0,0,0,0,0
neal maupay,2021/2022,3,2,0,1,0,0,226
neal maupay,2020/2021,44,15,2,4,1,3,3301
neal maupay,2019/2020,38,10,3,4,0,1,2859
neal maupay,2018/2019,49,28,9,9,0,5,4023
neal maupay,2017/2018,46,13,5,9,0,1,2631
neal maupay,2016/2017,29,12,1,5,0,1,2251
neal maupay,2015/2016,22,3,2,4,0,0,828
neal maupay,2014/2015,15,1,0,3,1,0,527
neal maupay,2013/2014,20,4,1,2,0,1,983
neal maupay,2012/2013,17,4,0,1,0,0,610
leandro trossard,2021/2022,6,2,0,0,0,0,362
leandro trossard,2020/2021,42,5,5,2,0,0,2865
leandro trossard,2019/2020,32,5,3,0,0,0,2081
leandro trossard,2018/2019,45,22,8,0,0,4,3696
leandro trossard,2017/2018,16,7,2,2,0,1,1261
leandro trossard,2016/2017,41,6,3,3,0,1,1886
leandro trossard,2015/2016,30,8,6,2,0,0,2040
leandro trossard,2013/2014,17,3,0,0,0,0,1094
aaron anthony connolly,2021/2022,2,0,0,0,0,0,111
aaron anthony connolly,2020/2021,22,2,2,1,0,0,1226
aaron anthony connolly,2019/2020,31,7,1,1,0,0,1685
aaron anthony connolly,2018/2019,21,15,2,1,0,0,1489
aaron anthony connolly,2017/2018,21,9,1,0,0,0,1473
aaron anthony connolly,2016/2017,17,6,0,2,0,0,928
danny welbeck,2021/2022,1,0,0,0,0,0,31
danny welbeck,2020/2021,24,6,1,0,0,0,1547
danny welbeck,2019/2020,20,3,0,0,0,0,996
danny welbeck,2018/2019,15,5,1,1,0,0,604
danny welbeck,2017/2018,48,11,2,2,0,1,2469
danny welbeck,2016/2017,23,5,4,0,0,1,1134
danny welbeck,2015/2016,21,11,2,1,0,0,1231
danny welbeck,2014/2015,37,8,3,4,0,0,2516
danny welbeck,2013/2014,38,10,3,2,0,0,2392
danny welbeck,2012/2013,40,2,4,1,0,0,2159
danny welbeck,2011/2012,39,12,5,4,0,0,2451
danny welbeck,2010/2011,28,6,1,2,0,0,1918
danny welbeck,2009/2010,18,4,0,0,0,0,1231
danny welbeck,2008/2009,3,1,0,0,0,0,117
pascal gross,2021/2022,3,0,2,0,0,0,270
pascal gross,2020/2021,40,3,10,4,0,3,2933
pascal gross,2019/2020,31,2,4,4,0,0,1984
pascal gross,2018/2019,27,3,3,1,0,1,1945
pascal gross,2017/2018,39,7,8,2,0,1,3039
pascal gross,2016/2017,34,5,4,7,0,3,2820
pascal gross,2015/2016,33,1,4,10,1,0,2923
pascal gross,2014/2015,35,7,16,4,0,0,3063
pascal gross,2013/2014,32,2,0,4,0,0,2411
pascal gross,2012/2013,31,2,0,4,0,0,2337
pascal gross,2011/2012,23,2,0,5,0,0,1448
pascal gross,2010/2011,3,1,0,1,0,0,142
pascal gross,2009/2010,2,0,0,0,0,0,38
pascal gross,2008/2009,4,0,0,0,0,0,49
yves bissouma,2021/2022,3,0,1,1,0,0,270
yves bissouma,2020/2021,39,2,0,10,1,0,3305
yves bissouma,2019/2020,23,1,0,4,0,0,1326
yves bissouma,2018/2019,34,1,1,8,0,0,2295
yves bissouma,2017/2018,30,4,1,4,0,0,1916
yves bissouma,2016/2017,34,3,0,6,1,0,1614
taylor richards,2021/2022,2,0,0,0,0,0,85
taylor richards,2020/2021,48,11,5,4,0,0,3035
taylor richards,2019/2020,19,6,3,4,0,0,1487
taylor richards,2018/2019,26,9,2,5,1,3,1681
taylor richards,2017/2018,16,4,0,2,0,0,773
taylor richards,2016/2017,13,5,1,1,0,0,446
paul pogba,2021/2022,5,0,5,2,0,0,342
paul pogba,2020/2021,52,7,8,9,0,0,3648
paul pogba,2019/2020,28,1,4,3,0,0,1995
paul pogba,2018/2019,53,16,11,8,1,8,4479
paul pogba,2017/2018,49,8,13,8,1,0,3789
paul pogba,2016/2017,56,9,7,10,0,1,4680
paul pogba,2015/2016,62,11,18,13,0,1,5210
paul pogba,2014/2015,46,10,7,8,0,0,3668
paul pogba,2013/2014,56,10,10,6,0,0,4547
paul pogba,2012/2013,37,5,0,3,1,0,2250
paul pogba,2011/2012,7,0,0,1,0,0,195
paul pogba,2011,0,0,0,0,0,0,0
frederico rodrigues santos,2021/2022,2,1,0,0,0,0,166
frederico rodrigues santos,2020/2021,54,1,3,11,1,0,4152
frederico rodrigues santos,2019/2020,48,2,4,12,0,0,3545
frederico rodrigues santos,2018/2019,28,1,2,4,0,0,1690
frederico rodrigues santos,2017/2018,41,4,6,14,1,0,3237
frederico rodrigues santos,2016/2017,28,3,4,13,1,0,2357
frederico rodrigues santos,2015/2016,22,2,0,3,0,0,1891
frederico rodrigues santos,2014/2015,31,1,0,5,0,0,1894
frederico rodrigues santos,2013/2014,26,2,4,5,0,0,1497
frederico rodrigues santos,2013,5,1,2,0,0,0,450
lionel messi,2020/2021,54,42,17,7,1,8,4762
lionel messi,2019/2020,45,33,26,7,0,5,3901
lionel messi,2018/2019,60,56,21,4,1,7,4826
lionel messi,2017/2018,59,49,21,8,0,4,4918
lionel messi,2016/2017,57,55,17,9,0,9,4787
lionel messi,2015/2016,52,40,21,5,0,4,4326
lionel messi,2014/2015,59,61,25,6,0,6,5175
lionel messi,2013/2014,53,45,15,3,0,8,4347
lionel messi,2012/2013,45,56,14,1,0,5,3650
lionel messi,2011/2012,51,68,26,8,0,14,4527
lionel messi,2010/2011,48,46,25,3,0,5,4032
lionel messi,2009/2010,55,43,11,5,0,1,4546
lionel messi,2008/2009,33,26,0,2,0,4,2688
lionel messi,2006,3,1,1,0,0,0,91
robert lewandowski,2021/2022,11,16,3,0,0,1,886
robert lewandowski,2020/2021,46,51,10,5,0,10,3793
robert lewandowski,2019/2020,59,63,12,7,0,8,5134
robert lewandowski,2018/2019,52,42,11,6,0,7,4507
robert lewandowski,2017/2018,56,45,4,6,0,7,4321
robert lewandowski,2016/2017,50,43,8,5,0,10,4200
robert lewandowski,2015/2016,69,56,6,6,0,2,5670
robert lewandowski,2014/2015,50,27,8,1,0,1,4033
robert lewandowski,2013/2014,48,28,8,6,0,5,4162
robert lewandowski,2012/2013,49,36,7,4,1,2,4113
robert lewandowski,2011/2012,47,30,11,5,0,0,4028
robert lewandowski,2010/2011,43,9,1,5,0,0,1958
robert lewandowski,2009/2010,32,20,0,5,0,0,2887
thomas muller,2021/2022,7,3,2,0,0,0,529
thomas muller,2020/2021,51,16,20,2,0,3,4107
thomas muller,2019/2020,51,14,25,6,0,0,3559
thomas muller,2018/2019,52,9,12,2,1,1,3567
thomas muller,2017/2018,52,16,16,6,0,0,3512
thomas muller,2016/2017,47,11,15,0,0,0,3247
thomas muller,2015/2016,69,42,13,7,0,8,5393
thomas muller,2014/2015,49,21,14,2,0,7,3642
thomas muller,2013/2014,56,31,13,3,0,7,4018
thomas muller,2012/2013,47,23,15,2,0,4,3570
thomas muller,2011/2012,53,11,14,3,0,0,3884
thomas muller,2010/2011,47,18,15,2,0,0,3851
thomas muller,2009/2010,58,24,13,7,1,0,4484
thomas muller,2008/2009,4,0,0,0,0,0,28
joshua kimmich,2021/2022,13,0,4,2,0,0,1089
joshua kimmich,2020/2021,45,6,17,7,0,0,3804
joshua kimmich,2019/2020,61,7,17,13,0,0,5255
joshua kimmich,2018/2019,57,2,19,10,0,0,4971
joshua kimmich,2017/2018,56,6,15,4,0,0,4660
joshua kimmich,2016/2017,47,10,4,2,0,0,2690
joshua kimmich,2015/2016,43,0,2,7,0,0,2982
joshua kimmich,2014/2015,29,2,1,4,0,0,2268
joshua kimmich,2013/2014,26,1,0,7,0,0,2084
